CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
Indonesia,IDN,,,NAT_TOTAL,20200111,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200112,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200113,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200114,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200115,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200116,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200117,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,0,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,5.56,5.56,5.56,5.56,3.12,3.12,3.12,3.12,3.57,3.57,3.57,3.57,0
Indonesia,IDN,,,NAT_TOTAL,20200118,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,"Since January 18, 2020 Indonesia has conducted health checks at around 135 points at airports, on land and in sea ports, using body temperature scanners for anyone entering Indonesian territory, in accordance with the International Health Regulations. The government of Indonesia has also deployed additional personnel at airports and increased hospital preparedness.  https://web.archive.org/web/20200511195435/https://kemlu.go.id/capetown/en/news/4875/indonesian-governments-measures-in-handling-and-facing-2019-novel-coronavirus-2019-ncov  ",0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200119,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200120,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200121,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200122,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200123,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200124,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200125,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200126,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200127,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200128,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,8.33,8.33,8.33,8.33,4.69,4.69,4.69,4.69,5.36,5.36,5.36,5.36,0
Indonesia,IDN,,,NAT_TOTAL,20200129,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,Indonesian ministry of Health website publishes coronavirus information  https://web.archive.org/web/20200413214702/https://www.kemkes.go.id/article/view/20012900002/Kesiapsiagaan-menghadapi-Infeksi-Novel-Coronavirus.html  ,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,13.89,13.89,13.89,13.89,7.81,7.81,7.81,7.81,8.93,8.93,8.93,8.93,0
Indonesia,IDN,,,NAT_TOTAL,20200130,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,13.89,13.89,13.89,13.89,7.81,7.81,7.81,7.81,8.93,8.93,8.93,8.93,0
Indonesia,IDN,,,NAT_TOTAL,20200131,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,13.89,13.89,13.89,13.89,7.81,7.81,7.81,7.81,8.93,8.93,8.93,8.93,0
Indonesia,IDN,,,NAT_TOTAL,20200201,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,13.89,13.89,13.89,13.89,7.81,7.81,7.81,7.81,8.93,8.93,8.93,8.93,0
Indonesia,IDN,,,NAT_TOTAL,20200202,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,13.89,13.89,13.89,13.89,7.81,7.81,7.81,7.81,8.93,8.93,8.93,8.93,0
Indonesia,IDN,,,NAT_TOTAL,20200203,3,0,,,,,3,0,The Local Government of Natuna Island (Regency) issued a local decree to close public schools for 2 weeks (3-17 February 2020); as a response to the Central Government’s plan in choosing their island as quarantine area for 238 Indonesians evacuated from Wuhan.  https://web.archive.org/web/20200420220229/https://www.straitstimes.com/asia/se-asia/coronavirus-indonesias-natuna-regency-closes-schools-as-wuhan-evacuees-put-under,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,23.15,23.15,23.15,23.15,13.02,13.02,13.02,13.02,14.88,14.88,14.88,14.88,0
Indonesia,IDN,,,NAT_TOTAL,20200204,3,0,,,,,3,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,1,,,1,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,23.15,23.15,23.15,23.15,13.02,13.02,13.02,13.02,14.88,14.88,14.88,14.88,0
Indonesia,IDN,,,NAT_TOTAL,20200205,3,0,,,,,3,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,3,,,3,Close border for visitors from China and ban all flights from and to mainland China (no visa-on-arrival for Chinese nationals; visitors with recent travel to mainland China barred from entering or transiting).  Archived Reuters article: http://web.archive.org/web/20200504210031/https://www.reuters.com/article/us-china-health-indonesia/indonesia-to-stop-flights-to-and-from-china-amid-coronavirus-epidemic-idUSKBN1ZW09T,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,28.7,28.7,28.7,28.7,16.15,16.15,16.15,16.15,18.45,18.45,18.45,18.45,0
Indonesia,IDN,,,NAT_TOTAL,20200206,3,0,,,,,3,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,3,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,28.7,28.7,28.7,28.7,16.15,16.15,16.15,16.15,18.45,18.45,18.45,18.45,0
Indonesia,IDN,,,NAT_TOTAL,20200207,3,0,,,,,3,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,3,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,28.7,28.7,28.7,28.7,16.15,16.15,16.15,16.15,18.45,18.45,18.45,18.45,0
Indonesia,IDN,,,NAT_TOTAL,20200208,3,0,,,,,3,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,3,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,28.7,28.7,28.7,28.7,16.15,16.15,16.15,16.15,18.45,18.45,18.45,18.45,0
Indonesia,IDN,,,NAT_TOTAL,20200209,3,0,,,,,3,0,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,0,,,,,,0,,,3,,,3,,0,,,0,,0,,0,,2,1,,0,,0,,0,,0,,0,,,,,,0,,,0,,,0,,,,,,0,,,,0,,0,,,,,,,,0,,,,0,0,NV,0,28.7,28.7,28.7,28.7,16.15,16.15,16.15,16.15,18.45,18.45,18.45,18.45,0
