CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
Indonesia,IDN,,,NAT_TOTAL,20200414,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,"In Jakarta, a ban on public gatherings of more than five people was announced. The stringent measures include a ban on public gatherings of more than five people.  https://web.archive.org/web/20200425133347/https://www.wsws.org/en/articles/2020/04/14/indo-a14.html  https://web.archive.org/web/20200425133702/https://www.bloomberg.com/tosv2.html?vid=&uuid=d8306390-86f9-11ea-85b6-65a9cea9add7&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wNC0xNS9pbmRvbmVzaWEtc2V0LXRvLWJyaW5nLTM0LW1pbGxpb24tcGVvcGxlLXVuZGVyLXBhcnRpYWwtbG9ja2Rvd24=  ",4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,"In areas near Jakarta new restrictions did not include a ban on domestic travel. “Jokowi, as the president is known, has appealed to the general public to avoid trips in view of the pandemic. But the measures are not enough to stop the exodus and only an outright ban with stiff penalties can dissuade people from travel, said Darmaningtyas, chairman of the Institute of Transportation Studies.”  https://web.archive.org/web/20200425133347/https://www.wsws.org/en/articles/2020/04/14/indo-a14.html  https://web.archive.org/web/20200425133702/https://www.bloomberg.com/tosv2.html?vid=&uuid=d8306390-86f9-11ea-85b6-65a9cea9add7&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wNC0xNS9pbmRvbmVzaWEtc2V0LXRvLWJyaW5nLTM0LW1pbGxpb24tcGVvcGxlLXVuZGVyLXBhcnRpYWwtbG9ja2Rvd24=  ",4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,4839,459,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200415,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,5136,469,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200416,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,5516,496,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200417,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,5923,520,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200418,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,6248,535,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200419,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,6575,582,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200420,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,"20th April- Indonesia has been slow in tracing people who have come into contact with infected people. For example, there have been two significant potential spread clusters in February: a sharia business conference and an annual Protestant Churches of Western Indonesia (GPIB) gathering, both held in Bogor, around two hours south of Jakarta.  While some of those attending these events have been diagnosed with COVID-19, and some have even died, the events remain under-investigated.  https://web.archive.org/web/20200610191442/https://theconversation.com/how-social-scientists-in-indonesia-can-help-epidemiologists-do-covid-19-contact-tracing-136241  ",0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,6760,590,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200421,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,7135,616,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200422,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,"Jakarta’s large scale social distancing measures, which include a ban on gatherings of more than five people, limited public transport services and mandatory work-from-home, were extended to May 22  https://web.archive.org/web/20200511192119/https://www.bloomberg.com/tosv2.html?vid=&uuid=97d2f0e0-93bc-11ea-9830-b5b47405265e&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wNC0yMi9pbmRvbmVzaWFuLWNhcGl0YWwtZXh0ZW5kcy1wYXJ0aWFsLWxvY2tkb3duLXRvLWN1cmItdmlydXMtc3ByZWFk  ",2,0,,,,,2,0,"Jakarta’s large scale social distancing measures, which include a ban on gatherings of more than five people, limited public transport services and mandatory work-from-home, were extended to May 22  https://web.archive.org/web/20200511192119/https://www.bloomberg.com/tosv2.html?vid=&uuid=97d2f0e0-93bc-11ea-9830-b5b47405265e&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wNC0yMi9pbmRvbmVzaWFuLWNhcGl0YWwtZXh0ZW5kcy1wYXJ0aWFsLWxvY2tkb3duLXRvLWN1cmItdmlydXMtc3ByZWFk  ",1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,7418,635,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200423,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,0,,,,,1,0,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,7775,647,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200424,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1," Indonesia has temporarily banned domestic road, air and sea travel starting Friday to prevent the spread of coronavirus, as millions of Muslims mark the start of the holy month of Ramadan, after a survey showed many still planned to travel. Tens of thousands of troops are being deployed at checkpoints to enforce the regulations. Private vehicles and motorbikes have been banned from traveling in and out of the major cities that are Covid-19 hotspots, known as ""red zones."" The ban will not apply to cargo transportation or to vehicles serving special purposes, such as ambulances and fire trucks.  https://web.archive.org/web/20200425134319/https://edition.cnn.com/2020/04/24/asia/indonesia-coronavirus-travel-ban-ramadan-intl-hnk/  https://web.archive.org/web/20200425134708/https://www.thejakartapost.com/news/2020/04/23/govt-temporarily-bans-passenger-travel-to-prevent-mudik.html  https://web.archive.org/web/20200425142041/https://www.theguardian.com/world/2020/apr/21/indonesia-bans-ramadan-exodus-amid-coronavirus-fears  ",4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,8211,689,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200425,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,8607,720,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200426,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,8882,743,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200427,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,9096,765,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200428,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,"The government has disbursed around Rp 70 billion (US$4.5 million) in cash assistance for some 116,000 families using village funds to help them cope with the severe economic and social impacts of the COVID-19 pandemic. Out of 7024 districts, this covered 76 districts nationwide. The plan is to provide Rp 600,000 per month for three months to each registered family through both cashless and cash transfers.  http://web.archive.org/web/20200823233028/https://www.thejakartapost.com/news/2020/04/28/government-disburses-4-5m-in-village-funds-as-cash-aid-for-poor-families.html",1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,9511,773,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200429,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,9771,784,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200430,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,10118,792,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200501,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,10551,800,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200502,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,2,1,,,,,2,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,10843,831,NV,0,80.09,80.09,80.09,80.09,62.76,62.76,62.76,62.76,68.15,68.15,68.15,68.15,25
Indonesia,IDN,,,NAT_TOTAL,20200503,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,"As of May 4, a change in the policy allows a limited number of domestic flights to operate. The updated policy allows U.S. citizens and other foreign nationals to board domestic flights solely for the purpose of transiting to an outbound international flight connection out of Jakarta.? Those seeking to board domestic transit flights must produce a Health Certificate issued within the last seven days stating they are COVID-19 free and a travel endorsement letter among other requirements obtainable from the airline.? This same announcement included significant restrictions on domestic road, rail, and sea transport.  http://archive.fo/ToBfu",4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,11192,845,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200504,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,11587,864,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200505,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,12071,872,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200506,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,12438,895,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200507,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,12776,930,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200508,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,13112,943,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200509,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,13645,959,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200510,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,14032,973,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200511,3,1,,,,,3,1,UNESCO school closures map shows national school closure remains in Indonesia on 11th May  https://web.archive.org/web/20200511175859/https://en.unesco.org/covid19/educationresponse  ,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,14265,991,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200512,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,14749,1007,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200513,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,15438,1028,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200514,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,16006,1043,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200515,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,16496,1076,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200516,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,17025,1089,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200517,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,17514,1148,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200518,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,18010,1191,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200519,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,1,0,,,,,1,0,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,18496,1221,NV,0,74.54,74.54,74.54,74.54,59.64,59.64,59.64,59.64,64.58,64.58,64.58,64.58,25
Indonesia,IDN,,,NAT_TOTAL,20200520,3,1,,,,,3,1,UNESCO school closures map shows national school closure remains in Indonesia on 28th May https://web.archive.org/web/20200528040158/https://en.unesco.org/covid19/educationresponse,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,0,,,,,,0,,The Government Permits All Modes of Transportation to Operate from May 7 with Limitation on Passenger Criteria  https://web.archive.org/web/20200527160814/https://nasional.kompas.com/read/2020/05/06/11345521/pemerintah-izinkan-semua-moda-transportasi-beroperasi-besok-dengan-batasan  ,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,19189,1242,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
Indonesia,IDN,,,NAT_TOTAL,20200521,3,1,,,,,3,1,,3,0,,,,,3,0,,2,0,,,,,2,0,,4,0,,,,,4,0,,0,,,,,,0,,,2,0,,,,,2,0,,1,1,,,,,1,1,,4,,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,4,1,,,,,4,1,,0,,,2,0,,,,,2,0,,,0,,0,,,,,,,,0,,,,20162,1278,NV,0,71.76,71.76,71.76,71.76,58.07,58.07,58.07,58.07,62.8,62.8,62.8,62.8,25
